编码,名称,归属大类,别名,名称,别名归属大类
5944,哈尔滨电机厂,地方企业,5944,哈尔滨电机厂,地方企业
5945,哈尔滨电机厂有限责任公司,地方企业,5944,哈尔滨电机厂,地方企业
5947,哈尔滨锅炉厂,地方企业,5947,哈尔滨锅炉厂,地方企业
5948,四七四厂,地方企业,5948,四七四厂,地方企业
5949,国能集团股份有限公司,地方企业,5949,国能集团股份有限公司,地方企业
5950,大同被单厂,地方企业,5950,大同被单厂,地方企业
5952,大连制药厂,地方企业,5952,大连制药厂,地方企业
5953,大连油泵油嘴厂,地方企业,5953,大连油泵油嘴厂,地方企业
5954,宁东能源化工基地,地方企业,5954,宁东能源化工基地,地方企业
5955,宁城县供销社,地方企业,5955,宁城县供销社,地方企业
5956,宁城县糖酒公司,地方企业,5956,宁城县糖酒公司,地方企业
5957,宁夏伊斯兰国际经济技术合作公司,地方企业,5957,宁夏伊斯兰国际经济技术合作公司,地方企业
5958,宁夏信托投资公司,地方企业,5958,宁夏信托投资公司,地方企业
5959,宁夏化工设计院,地方企业,5959,宁夏化工设计院,地方企业
5960,宁夏回族自治区建材总公司,地方企业,5960,宁夏回族自治区建材总公司,地方企业
5961,宁夏回族自治区第二建筑公司,地方企业,5961,宁夏回族自治区第二建筑公司,地方企业
5962,宁夏河东机场,地方企业,5962,宁夏河东机场,地方企业
5963,宁夏玻璃厂,地方企业,5963,宁夏玻璃厂,地方企业
5964,宝清县汽车修理厂,地方企业,5964,宝清县汽车修理厂,地方企业
5965,富锦拖拉机厂,地方企业,5965,富锦拖拉机厂,地方企业
5966,富锦柴油机厂,地方企业,5966,富锦柴油机厂,地方企业
5967,小力山煤矿,地方企业,5967,小力山煤矿,地方企业
5968,小钢联钢厂,地方企业,5968,小钢联钢厂,地方企业
5969,少年宫,地方企业,5969,少年宫,地方企业
5970,山西机床厂,地方企业,5970,山西机床厂,地方企业
5971,巴彦淖尔盟机械工业公司,地方企业,6101,巴彦淖尔市机械工业公司,地方企业
5972,常州塑料公司,地方企业,5972,常州塑料公司,地方企业
5973,常州红卫塑料厂,地方企业,5973,常州红卫塑料厂,地方企业
5974,干召庙公社,地方企业,5974,干召庙公社,地方企业
5975,平罗县农机修造厂,地方企业,5975,平罗县农机修造厂,地方企业
5976,平罗县化肥厂,地方企业,5976,平罗县化肥厂,地方企业
5977,开原县纺织厂,地方企业,5977,开原县纺织厂,地方企业
5978,徐州化肥厂,地方企业,5978,徐州化肥厂,地方企业
5979,徐州地区第二机械厂,地方企业,5979,徐州地区第二机械厂,地方企业
5980,徐州市半导体厂,地方企业,5980,徐州市半导体厂,地方企业
5981,徐州矿物集团,地方企业,5981,徐州矿物集团,地方企业
5982,德都县机库厂,地方企业,5982,德都县机库厂,地方企业
5983,抚顺乙烯化工厂,地方企业,5983,抚顺乙烯化工厂,地方企业
5984,抚顺乙烯石化有限公司,地方企业,5983,抚顺乙烯化工厂,地方企业
5985,抚顺市机械工业公司,地方企业,5985,抚顺市机械工业公司,地方企业
5986,抚顺电瓷厂,地方企业,5986,抚顺电瓷厂,地方企业
5987,抚顺石化公司,地方企业,5987,抚顺石化公司,地方企业
5988,抚顺矿务局,地方企业,5988,抚顺矿务局,地方企业
5989,拜泉县棉毯厂,地方企业,5989,拜泉县棉毯厂,地方企业
5990,新光机械厂,地方企业,5990,新光机械厂,地方企业
5991,新区经济发展集团公司,地方企业,5991,新区经济发展集团公司,地方企业
5992,新材房屋开发公司,地方企业,5992,新材房屋开发公司,地方企业
5993,无锡市塑料七厂,地方企业,5993,无锡市塑料七厂,地方企业
5994,无锡市塑料公司,地方企业,5994,无锡市塑料公司,地方企业
5995,无锡市宏源纺织机械厂,地方企业,5995,无锡市宏源纺织机械厂,地方企业
5996,无锡市无线电厂,地方企业,5996,无锡市无线电厂,地方企业
5997,无锡市电容器厂,地方企业,5997,无锡市电容器厂,地方企业
5998,无锡市钙塑瓦楞厂,地方企业,5998,无锡市钙塑瓦楞厂,地方企业
5999,无锡造漆厂,地方企业,5999,无锡造漆厂,地方企业
6000,昆山市农工商总公司,地方企业,6000,昆山市农工商总公司,地方企业
6001,昆山生化厂,地方企业,6001,昆山生化厂,地方企业
6002,朝阳柴油机厂,地方企业,6002,朝阳柴油机厂,地方企业
6003,本溪北台钢铁公司,地方企业,6003,本溪北台钢铁公司,地方企业
6004,本溪市轻工业公司,地方企业,6004,本溪市轻工业公司,地方企业
6005,本溪钢铁公司,地方企业,6005,本溪钢铁公司,地方企业
6006,格尔旗农机厂,地方企业,6006,格尔旗农机厂,地方企业
6007,桦南县化肥厂,地方企业,6007,桦南县化肥厂,地方企业
6008,桦南县陶瓷厂,地方企业,6008,桦南县陶瓷厂,地方企业
6009,比利时沈华贸易公司,地方企业,6009,比利时沈华贸易公司,地方企业
6010,永宁县农场,地方企业,6010,永宁县农场,地方企业
6011,江南航运公司,地方企业,6011,江南航运公司,地方企业
6012,江浦县通用机械厂,地方企业,6012,江浦县通用机械厂,地方企业
6013,江苏交通控股有限公司,地方企业,6013,江苏交通控股有限公司,地方企业
6014,江苏常州绝缘材料厂,地方企业,6014,江苏常州绝缘材料厂,地方企业
6015,江苏扬子大桥股份有限公司,地方企业,6015,江苏扬子大桥股份有限公司,地方企业
6016,江苏省农垦集团有限公司,地方企业,6016,江苏省农垦集团有限公司,地方企业
6017,江苏省冶金地质勘探公司,地方企业,6017,江苏省冶金地质勘探公司,地方企业
6018,江苏省冶金资产管理公司,地方企业,6017,江苏省冶金地质勘探公司,地方企业
6019,江苏省国信资产管理集团有限公司,地方企业,6019,江苏省国信资产管理集团有限公司,地方企业
6020,江苏省建筑工程公司,地方企业,6020,江苏省建筑工程公司,地方企业
6021,江苏省苏州净化设备厂,地方企业,6021,江苏省苏州净化设备厂,地方企业
6022,江苏省苏州无线电专用设备厂,地方企业,6022,江苏省苏州无线电专用设备厂,地方企业
6023,江苏省轻工资产管理公司,地方企业,6023,江苏省轻工资产管理公司,地方企业
6024,江苏航空产业集团有限责任公司,地方企业,6024,江苏航空产业集团有限责任公司,地方企业
6025,江苏银行,地方企业,6025,江苏银行,地方企业
6026,沂蒙冶炼厂,地方企业,6026,沂蒙冶炼厂,地方企业
6027,沈阳化工设备总厂,地方企业,6027,沈阳化工设备总厂,地方企业
6028,沈阳市农垦联合企业总公司,地方企业,6028,沈阳市农垦联合企业总公司,地方企业
6029,沈阳市工业安装公司,地方企业,6029,沈阳市工业安装公司,地方企业
6030,沈阳市链条厂,地方企业,6030,沈阳市链条厂,地方企业
6031,沈阳气压机厂,地方企业,6031,沈阳气压机厂,地方企业
6032,沈阳汽车制造厂,地方企业,6032,沈阳汽车制造厂,地方企业
6033,沈阳电机厂,地方企业,6033,沈阳电机厂,地方企业
6034,沈阳重型机器厂,地方企业,6034,沈阳重型机器厂,地方企业
6035,沈阳铸锅厂,地方企业,6035,沈阳铸锅厂,地方企业
6036,沙洲县医药公司,地方企业,6036,沙洲县医药公司,地方企业
6037,沙洲县机械公司,地方企业,6037,沙洲县机械公司,地方企业
6038,沙洲县柴油机厂,地方企业,6038,沙洲县柴油机厂,地方企业
1442,河北日报社,党委,1442,河北日报社,党委
6040,济南市南郊宾馆,地方企业,6040,济南市南郊宾馆,地方企业
6041,浮桥镇农工商总公司,地方企业,3873,浮桥镇,基层组织
6042,海原县政府招待所,地方企业,6042,海原县政府招待所,地方企业
6043,海城滑石矿,地方企业,6043,海城滑石矿,地方企业
6044,渑池县水泥厂,地方企业,6044,渑池县水泥厂,地方企业
6045,渭南地区通用机械厂,地方企业,6045,渭南地区通用机械厂,地方企业
6046,白茅湖农场,地方企业,6046,白茅湖农场,地方企业
6047,石嘴山钢铁厂,地方企业,6047,石嘴山钢铁厂,地方企业
6048,突泉县农机厂,地方企业,6048,突泉县农机厂,地方企业
6049,突泉县运输公司,地方企业,6049,突泉县运输公司,地方企业
6051,老山林场,地方企业,6051,老山林场,地方企业
6052,苏州市工业联合发展（集团）公司,地方企业,6052,苏州市工业联合发展（集团）公司,地方企业
6053,苏州新区城市信用社,地方企业,6053,苏州新区城市信用社,地方企业
1443,苏州日报社,党委,1443,苏州日报社,党委
6055,苏州物资控股（集团）有限公司,地方企业,6055,苏州物资控股（集团）有限公司,地方企业
6056,苏州长风机械总厂,地方企业,6056,苏州长风机械总厂,地方企业
6057,莫力达瓦旗修造厂,地方企业,6057,莫力达瓦旗修造厂,地方企业
6058,莱西市齿轮厂,地方企业,6058,莱西市齿轮厂,地方企业
6059,西北煤机一厂,地方企业,6059,西北煤机一厂,地方企业
6060,贵阳卷烟二厂,地方企业,6060,贵阳卷烟二厂,地方企业
6061,赤峰市医药公司,地方企业,6061,赤峰市医药公司,地方企业
6062,赤峰市轴承厂,地方企业,6062,赤峰市轴承厂,地方企业
6063,跃进农场,地方企业,6063,跃进农场,地方企业
6064,轻纺工业局,地方企业,6064,轻纺工业局,地方企业
6065,辽发控股公司,地方企业,6065,辽发控股公司,地方企业
6066,辽宁他业集团,地方企业,6066,辽宁他业集团,地方企业
6067,辽宁物产集团总公司,地方企业,6067,辽宁物产集团总公司,地方企业
6068,辽宁省创业（集团）有限责任公司,地方企业,6068,辽宁省创业（集团）有限责任公司,地方企业
6069,辽宁省能源开发公司,地方企业,6069,辽宁省能源开发公司,地方企业
6070,辽宁省采石场,地方企业,6070,辽宁省采石场,地方企业
6071,辽宁轮胎厂,地方企业,6071,辽宁轮胎厂,地方企业
6072,辽阳化纤公司,地方企业,6072,辽阳化纤公司,地方企业
6073,辽阳石油化纤公司,地方企业,6073,辽阳石油化纤公司,地方企业
6074,酒泉氮肥厂,地方企业,6074,酒泉氮肥厂,地方企业
6075,铁法煤业（集团）有限责任公司,地方企业,6076,铁法矿务局,地方企业
6076,铁法矿务局,地方企业,6076,铁法矿务局,地方企业
6077,银川市房地产综合开发公司,地方企业,6077,银川市房地产综合开发公司,地方企业
6078,银川市机床修配厂,地方企业,6078,银川市机床修配厂,地方企业
6079,银川市起重机厂,地方企业,6079,银川市起重机厂,地方企业
6080,银川第二建筑工程公司,地方企业,6080,银川第二建筑工程公司,地方企业
6081,银盘湾煤矿三分矿,地方企业,6081,银盘湾煤矿三分矿,地方企业
6082,锦县机械厂,地方企业,6082,锦县机械厂,地方企业
6083,锦州制药一厂,地方企业,6083,锦州制药一厂,地方企业
6084,锦州市皮革总厂,地方企业,6084,锦州市皮革总厂,地方企业
6085,鞍山丝织印染厂,地方企业,6085,鞍山丝织印染厂,地方企业
6086,鞍山化纺总厂,地方企业,5776,鞍山化纤毛纺织总厂,地方企业
6087,鞍山合成纤维厂,地方企业,6087,鞍山合成纤维厂,地方企业
6088,鞍山合成（集团）股份有限公司,地方企业,6087,鞍山合成纤维厂,地方企业
6089,鞍山市热电厂,地方企业,6089,鞍山市热电厂,地方企业
6090,鞍山市玻璃厂,地方企业,6090,鞍山市玻璃厂,地方企业
6091,鞍山钟表厂,地方企业,6091,鞍山钟表厂,地方企业
6092,额尔古纳右旗开发公司,地方企业,6092,额尔古纳右旗开发公司,地方企业
6093,额尔古纳右旗物资公司,地方企业,6093,额尔古纳右旗物资公司,地方企业
6094,额尔古纳右旗边贸五公司,地方企业,6094,额尔古纳右旗边贸五公司,地方企业
6095,额尔古纳右旗边贸公司,地方企业,6095,额尔古纳右旗边贸公司,地方企业
6096,香港新远国际贸易有限公司,地方企业,6096,香港新远国际贸易有限公司,地方企业
6097,鸡东县橡胶厂,地方企业,6097,鸡东县橡胶厂,地方企业
6098,鸡东县轴承厂,地方企业,6098,鸡东县轴承厂,地方企业
6099,黑龙江省建成机械厂,地方企业,6099,黑龙江省建成机械厂,地方企业
6100,齐齐哈尔钢厂,地方企业,6100,齐齐哈尔钢厂,地方企业
7026,解放军149部队,军队,7026,解放军149部队,军队
7027,解放军3168部队,军队,7027,解放军3168部队,军队
7028,解放军603部队,军队,7028,解放军603部队,军队
7029,解放军6034部队,军队,7029,解放军6034部队,军队
7030,农垦锦河农场,军队,7030,农垦锦河农场,军队
